RUAL;Металлы и добыча;РУСАЛ – крупнейший в мире производитель алюминия и один из крупнейших производителей глинозема. Компания создана в 2000 году. В марте 2007 года в результате объединения РУСАЛа и СУАЛа с глиноземными активами швейцарской Glencore была образована Объединенная компания РУСАЛ. Основную  часть продукции компании составляют первичный алюминий, алюминиевые сплавы, фольга и глинозем. Активы РУСАЛа включают в себя весь комплекс предприятий, задействованных в цепочке производства конечного продукта, от горнодобывающих комбинатов до алюминиевых и фольгопрокатных заводов. Это позволяет компании контролировать все этапы производственного процесса, обеспечивая высокое качество продукции.  Доступ к богатым месторождениям бокситов позволяет РУСАЛу обеспечивать свое производство собственным сырьем как минимум на ближайшие 100 лет. Активы РУСАЛа расположены в 13 странах на пяти континентах.
BRZL;Металлы и добыча;ОАО Бурятзолото — крупная золотодобывающая компания с долгосрочными планами развития, ведущая активную геологоразведку. Компания управляет двумя рудниками подземной добычи – «Ирокинда» и «Холбинский», которые находятся в Муйском районе, в 75 км от города Таксимо, и в Окинском районе, в 400 км от города Иркутск.  Рудник «Ирокинда» ведет отработку месторождения Ирокиндинское. Рудник «Холбинский» отрабатывает Зун-Холбинское, Пионерское и Правобережное месторождения. 
MRKS;Электроэнергетика;Публичное акционерное общество «Россети Сибирь» — дочернее общество ПАО «Россети», осуществляет передачу и распределение электроэнергии на территориях республик Алтай, Бурятия, Тыва и Хакасия, Алтайского, Забайкальского, Красноярского краев, Кемеровской и Омской областей. Общество обслуживает 1,7 млн условных единиц и управляет 252 тыс. км. линий электропередачи, 58 тыс. подстанций трансформаторной мощностью более 45 тыс. МВА. Территория присутствия – 1,85 млн кв. км.  
RTKMP;Телекоммуникации;ПАО «Ростелеком» — одна из крупнейших в России и Европе телекоммуникационных компаний национального масштаба, присутствующая во всех сегментах рынка услуг связи и охватывающая миллионы домохозяйств в России. Компания — признанный технологический лидер в инновационных решениях в области электронного правительства, облачных вычислений, здравоохранения, образования, безопасности, жилищно-коммунальных услуг. Ростелеком занимает ведущие позиции на российском рынке услуг ШПД и платного телевидения. Компания является лидером рынка телекоммуникационных услуг для органов государственной власти России и корпоративных пользователей всех уровней. Контрольный пакет акций находится под контролем государственных структур, в связи с чем Ростелеком активно участвует в государственных мероприятиях в области информационных технологий. Компания является ключевой в рамках реализации национальной программы «Цифровая экономика». Стратегические приоритеты компании включают в себя существенную вовлеченность в реализацию государственных инициатив, а также активное развитие и внедрение инновационных технологий. Стабильное финансовое положение компании подтверждено кредитными рейтингами: агентства Fitch Ratings на уровне «BBB-», агентства Standard & Poor’s на уровне «BB+», а также агентства АКРА на уровне «AA(RU)».
TGKB;Электроэнергетика;Открытое акционерное общество «Территориальная генерирующая компания №2» (ТГК-2) создано в апреле 2005 года. ТГК-2 является одной из крупнейших теплоэнергетических компаний Северо-Западного и Центрального федеральных округов России. ТГК-2 занимается производством электрической и тепловой энергии и реализацией тепла (пара и горячей воды) потребителям. Предприятия компании расположены в Архангельской, Вологодской, Костромской, Новгородской и Ярославской областях РФ, и в г Скопье (Македония). Производственные активы ТГК-2 включают в себя:  12 ТЭЦ 8 котельных 5 предприятия тепловых сетей  Численность сотрудников компании: около 5000 специалистов.
IVAT;Прочее;ПАО «ИВА» (IVA Technologies) - ведущий разработчик экосистемы корпоративных коммуникаций. В экосистеме компании – 14 продуктов и решений, развивающихся на основе единого суперприложения, в том числе: корпоративный мессенджер IVA Connect, платформа видеоконференцсвязи (ВКС) IVA MCU, видеотерминалы IVA Room и IVA Largo и др.
MGTSP;Телекоммуникации;ПАО МГТС («Московская городская телефонная сеть») — главный оператор связи в Москве, находится в авангарде этого процесса и задает планку для всего рынка. Чтобы передовые телекоммуникационные сервисы стали доступны, необходима высокоскоростная сеть передачи данных. МГТС вышла на завершающий этап реализации масштабного проекта по строительству волоконно-оптической сети GPON в Москве. Жители и компании города пользуются инновационными сервисами на ее базе. В 2015 году большинство домов столицы подключены к оптической сети, что открывает новые перспективы. Сеть МГТС является цифровой платформой «умного дома», «умного офиса», «умного города». И я рад, что наша компания, история которой насчитывает более 130 лет, вновь получила возможность сделать жизнь города и его жителей удобнее, безопаснее и интереснее.  
MRKZ;Электроэнергетика;ПАО «Россети Северо-Запад» – основной оператор, оказывающий услуги по передаче электроэнергии и присоединению к электросетям в Архангельской, Вологодской, Мурманской, Новгородской, Псковской областях, Республике Карелия и Республике Коми.  Территория обслуживания компании - 1,4 млн кв. км с населением около 5,8 млн человек. Общая протяженность воздушных и кабельных линий электропередачи составляет 177,8 тыс. км. Количество подстанций 35 кВ и выше, состоящих на балансе, – 1 180 шт, установленная мощность силовых трансформаторов подстанций составляет 19,52 тыс. МВА. «Россети Северо-Запад» осуществляет свою деятельность на территории 7 субъектов федерации, расположенных в Северо-Западном регионе: Республика Карелия, Республика Коми, Архангельская область, Вологодская область, Мурманская область, Новгородская область, Псковская область. Уставный капитал составляет 9,5786 млрд. рублей. 55,38 % акционерного капитала компании принадлежит ПАО «Российские сети». 
ZILL;Машиностроение;ЗИЛ (Завод имени Лихачёва) — одна из старейших автомобилестроительных компаний России. Полное наименование — Публичное акционерное общество «Завод имени И. А. Лихачёва» (до 2015 года — Открытое акционерное московское общество «Завод имени И. А. Лихачёва»), официальное сокращённое наименование — АМО ЗИЛ. Компания являлась одним из лидеров в производстве грузовых автомобилей и спецтехники. 
LSNG;Электроэнергетика;ПАО «Россети Ленэнерго» – одна из крупнейших распределительных сетевых компаний страны. С 2005 года, в результате реформы энергетической отрасли, основными функциями «Ленэнерго» являются передача электрической энергии по сетям 110-0,4 кВ, а также присоединение потребителей к электрическим сетям на территории Санкт-Петербурга и Ленинградской области. Сегодня «Ленэнерго» ставит перед собой две генеральные цели: надежное, качественное энергоснабжение потребителей и оперативное, недискриминационное технологическое присоединение к сетям. Дивиденды: Дивиденды по обыкновенным акциям выплачиваются только в случае выплаты в полном объеме в соответствии с Уставом Общества дивидендов по привилегированным акциям. Для обыкновенных акций дивидендные выплаты имеют место быть при выполнении одновременно следующих критериев:  наличие чистой прибыли по итогам финансового периода; наличие чистой прибыли по итогам финансового периода без учета переоценки финансовых вложений; соотношение долг (на конец периода) к показателю EBITDA (расчет показателя производится на основании действующего положения о кредитной политике) меньше трех - при невыполнении данного критерия приоритетом перед выплатой дивидендов является погашение заемных средств. чистая прибыль по итогам финансового периода (без учета переоценки финансовых вложений), полученная с учетом установленных в отношении компании долгосрочных параметров регулирования больше чистой прибыли направляемой на дивиденды по привилегированным акциям; 
TGKA;Электроэнергетика;ПАО «ТГК-1» – ведущий производитель электрической и тепловой энергии в Северо-Западном регионе России. Объединяет 53 электростанции в четырех субъектах РФ: Санкт-Петербурге, Республике Карелия, Ленинградской и Мурманской областях. Девятнадцать из них расположены за Полярным кругом. Установленная электрическая мощность составляет 7 ГВт, тепловая – 14,5 тыс. Гкал/час. По сравнению с другими генерирующими компаниями России «ТГК-1» обладает уникальной структурой производственных активов. 40% ее установленной мощности приходится на гидрогенерацию. Это 40 ГЭС общей мощностью около 3 000 МВт. 13 ТЭЦ – стратегические источники тепловой энергии для жителей и предприятий Санкт-Петербурга, Петрозаводска, Мурманска, Кировска и Апатитов Мурманской области. Их совокупная установленная электрическая мощность составляет 4000 МВт.
DVEC;Электроэнергетика;ПАО «ДЭК» является основным Гарантирующим поставщиком электроэнергии для населения и предприятий II неценовой зоны оптового рынка электроэнергии, а также имеет статус Единого Закупщика, выполняющего функцию покупки и продажи электроэнергии участникам оптового рынка второй неценовой зоны. Как Единый Закупщик электроэнергии, компания ежегодно покупает порядка 31,6 миллиарда киловатт-часов, что составляет 100% отпуска электроэнергии поставщиками оптового рынка II неценовой зоны. Компания образована путем слияния региональных энергосистем Дальнего Востока и осуществляет деятельность на территории Приморья, Хабаровского края, Амурской области, ЕАО.
MSTT;Строительство;ПАО «Мостотрест» — первый в России интегрированный диверсифицированный холдинг, оказывающий полный спектр услуг в инфраструктурном строительстве, ведущая компания Российской Федерации на рынке строительства транспортной инфраструктуры по объему выручки в части работ, выполненных своими силами, по данным независимого отраслевого консультанта EMBS Group. Компания была основана в 1930 году как Всесоюзный трест по строительству внеклассных и больших мостов «Мостотрест». За годы своей деятельности компания построила и реконструировала более 7 700 различных инфраструктурных объектов — мостов, путепроводов, тоннелей и транспортных развязок. «Мостотрест» специализируется на строительстве и реконструкции автодорожных, железнодорожных и городских мостов, дорог, а также других инженерных сооружений; оказании сервисных услуг по эксплуатации, содержанию и ремонту автомобильных дорог и мостов; инвестировании в инфраструктурные проекты.
AKRN;Нет данных;ПАО «Акрон» — один из ведущих вертикально интегрированных производителей минеральных удобрений в России и мире. «Акрон» производитель сложных удобрений NPK в России, входит в пятерку мировых лидеров по производственным мощностям. В группу компаний также входят два химических завода и горно-обогатительный комбинат в России суммарной мощностью производства свыше 6 млн т конечной продукции и химический завод в Китае. В компании работает свыше 11 000 сотрудников в 6 странах мира.  
MSNG;Электроэнергетика;ПАО «Мосэнерго» — самая крупная из региональных генерирующих компаний Российской Федерации и технологически неотъемлемая часть Единой энергетической системы России. Компания является крупнейшим производителем тепла в мире. В составе компании работают 15 электростанций установленной электрической мощностью 13 тыс. МВт. Также в составе «Мосэнерго» функционируют районные и квартальные тепловые станции, районные станции тепло электроснабжения. Электростанции ПАО «Мосэнерго» поставляют свыше 60% электрической энергии, потребляемой в Московском регионе, и обеспечивают более 70% потребностей Москвы (без учета присоединенных территорий) в тепловой энергии. Установленная тепловая мощность компании — 43 тыс. Гкал/ч.
CBOM;Финансы;Банк предоставляет полный перечень услуг для корпоративных клиентов и для частных лиц, предлагая универсальные продукты и услуги для широкой аудитории, а также разрабатывая специальные программы с учетом индивидуальных потребностей и пожеланий клиентов. Московский Кредитный банк является участником ведущих ассоциаций и объединений банковского сообщества и обладает всеми необходимыми лицензиями на осуществление банковской деятельности. Открытость бизнеса и устойчивые позиции позволили Банку в декабре 2004 года вступить в государственную систему страхования вкладов. МКБ входит в список 12 системно значимых банков, опубликованный Центральным банком Российской Федерации 13 сентября 2017 г. Банку выдана генеральная лицензия Банка России № 1978 от 06 мая 2016 г. Дивиденды: Согласно дивидендной политика банка, направляемые на дивиденды выплаты, должны составлять не менее 25% от чистой прибыли по МСФО.
LNZL;Металлы и добыча;ПАО «Лензолото» является одной из крупнейших золотодобывающих компаний страны, входит в Группу «Полюс». Зарегистрирована в 1992 году в городе Бодайбо Иркутской области как открытое акционерное общество, в 2015 году получила публичный статус. «Лензолото» — компания которая в значительной степени определяет сегодня экономику Иркутской области. В состав предприятия входят 11 дочерних компаний. Это бывшие прииски, ставшие закрытыми акционерными обществами: «Надеждинское», «Светлый», «Ленсиб», «Маракан», «Севзото», «Дальняя тайга», «Недра Бодайбо», «Чаразото», «Первенец», «Высочайший» и «Сухой лог».
CARM;Финансы;СмартТехГрупп принадлежит 100% CarMoney — финтех-сервиса по выдаче займов под залог автомобиля. Сервис зарегистрирован как микрофинансовая (МФО) компания, но бизнес-модель схожа с банковской. По оценкам рейтингового агентства Эксперт РА, в 2023 г. входит в топ-10 МФО по размеру портфеля и объему чистой прибыли.
CHGZ;Нефть и газ;ПАО «РН-Западная Сибирь» — российское энергетическое предприятие в городе Нижневартовске Ханты-Мансийского автономного округа — Югры. Зарегистрировано в 1994 году как ОАО «Черногорнефть» и реорганизовано в 2015 году в публичное акционерное общество. В ноябре 2016 года получило современное название.Компания разрабатывала Гун-Еганское, Лор-Еганское, Кысомское, Новомолодежное, Норильское, Тюменское и северную часть Самотлорского месторождения. Добывала, хранила, транспортировала и реализовывала нефть и попутный газ, вела геолого-разведочные работы. Порядка 90% выручки приходилось на продажу нефти, остальное — на реализацию газа и услуги, оказываемые другим компаниям. Значительная часть продукции отправлялась на экспорт, в том числе на рынки Венгрии, Германии и Польши. С 2000 года приоритетными направлениями деятельности предприятия стали покупка и продажа собственного жилого недвижимого имущества.
KZOS;Нет данных;ПАО «Казаньоргсинтез» - крупнейший отечественный производитель полимеров и сополимеров этилена, ведущее предприятие химической промышленности Российской Федерации, имеющее стратегическое значение для развития экономики Республики Татарстан и входящее в Группу компаний ТАИФ. Предприятие расположено в столице Республики Татарстан – г. Казань. Основано в 1958 году. В 1963 году выпущена первая продукция  - фенол и ацетон. ПАО «Казаньоргсинтез» расположено на одной производственной площадке общей площадью 4,2 км2, имеет единую транспортную, энергетическую и телекоммуникационную инфраструктуру. Производственная структура ПАО «Казаньоргсинтез»:  Завод этилена; Завод полиэтилена высокого давления (ПВД); Завод по производству и переработке полиэтилена низкого давления; Завод бисфенола , включая производство фенола и ацетона; Завод поликарбонатов ; Завод органических продуктов и технических газов; Завод по подготовке и проведению капитального ремонта; Вспомогательные подразделения. 
KBSB;Электроэнергетика;Зоной деятельности ПАО «ТНС энерго Кубань» как гарантирующего поставщика определены Краснодарский край и Республика Адыгея, за исключением границ зоны деятельности АО «НЭСК». 
MRKU;Электроэнергетика;«Россети Урал» (юридическое наименование - ОАО «Межрегиональная распределительная сетевая компания Урала») - российская электросетевая компания, осуществляющая транспорт электроэнергии по электрическим сетям напряжением 0,4-220 кВ и технологическое присоединение потребителей к электросетям на территории Свердловской, Челябинской областей, а также Пермского края.
TORS;Электроэнергетика;Публичное акционерное общество «Томская распределительная компания» (входит в группу компаний «Россети») - региональная энергетическая компания, обеспечивающая передачу и распределение электроэнергии на всей территории региона. Протяжённость линий электропередачи (по трассе) – 17 864 км, количество центров питания 35/110 кВ – 135 шт., подстанций 10/0,4 кВ – 3148, суммарная трансформаторная мощность – 3 859 МВА. В компанию входят пять производственных отделений: «Центральные электрические сети», «Северные электрические сети», «Восточные электрические сети», расположенные в административных центрах региона, в состав которых включены 19 районов электрических сетей. А также производственные отделения: по корпоративным и технологическим АСУ, и Центр управления сетями.
ROLO;Металлы и добыча;ПАО «Русолово» (до 2015 года — ОАО «Русолово») было создано в 2012 году, основной вид деятельности «Русолово» финансовое посредничество. Общество создано для управления единственными в России работающими оловодобывающими активами, расположенными на Дальнем Востоке, в Хабаровском крае – ООО «Правоурмийское» и ОАО «Оловянная рудная компания». Общая рудная база двух предприятий включает в себя три месторождения с запасами 163 тысяч тонн олова, 169 тысяч тонн меди, 13,5 тысяч тонн триоксида вольфрама и 319 тонн серебра; два хвостохранилища с запасами 26 тысяч тонн олова, 30 тысяч тонн меди, 2,5 тысяч тонн вольфрама и 242 тонны серебра.
IGSTP;Металлы и добыча;ОАО «Ижсталь» занимает ведущие позиции среди российских производителей специальных марок стали, сплавов и нержавеющего проката. Выпускает сортовой, калиброванный и обточенный прокат, холоднокатаную ленту, стальные фасонные профили высокой точности из конструкционных, инструментальных, быстрорежущих, нержавеющих марок стали. Потребителями продукции ОАО «Ижсталь» являются предприятия автомобильной, авиационной, нефтяной, горнодобывающей промышленностей, оборонного комплекса и высокотехнологичного машиностроения, инструментальные заводы. Из металлопродукции предприятия изготавливают детали машин, подшипников, буровых установок, высокопроизводительный режущий инструмент, работающий при высоких температурах и скоростях резания, рессоры, пружины, товары народного потребления. Продукция ОАО «Ижсталь» отгружается в США, страны ЕС и СНГ.
PMSB;Электроэнергетика;ПАО «Пермэнергосбыт» — энергосбытовая компания, действующая на территории Пермского края и лидирующая в своей отрасли. Имеет статус гарантирующего поставщика электроэнергии и субъекта оптового рынка электроэнергии и мощности. ПАО «Пермэнергосбыт» (до 2015 года — ОАО «Пермэнергосбыт») было выделено из ОАО «Пермэнерго» в 2004 году. Сразу в двух райцентрах Пермского края, Очере и Оханске, в начале апреля начали свою работу новые офисы ПАО «Пермэнергосбыт». Открытие новых «энергетических окон» связано с увеличением количества потребителей и расширением предоставляемого компанией спектра товаров и услуг.
BANE;Нефть и газ;ПАО АНК Башнефть — российская вертикально—интегрированная нефтяная компания. По итогам 2014 года компания занимает шестое место по объему добычи нефти и четвертое по объему первичной переработки среди нефтяных компаний России. Одно из старейших предприятий нефтяной отрасли России — ведет добычу с 1932 года. Ресурсная база Компании расположена в трех основных нефтедобывающих регионах России: Волго—Уральская провинция, Тимано—Печора, Западная Сибирь. В промышленной эксплуатации более 170 месторождений. В настоящее время на предприятиях ПАО АНК «Башнефть» работает более 33 000 сотрудников. Дивиденды: В соответствии с дивидендной политикой Общества, базой для расчета дивидендных выплат Общества является Чистая Прибыль Группы по МСФО. Совет директоров Общества и менеджмент Общества считают своим приоритетом обеспечение выплаты дивидендов на уровне не менее 25% от Чистой Прибыли Группы по МСФО, а также ориентируются на необходимость поддержания финансовой устойчивости Общества, выполнения ковенант по обязательствам и поддержания умеренной долговой нагрузки (коэффициент Чистый долг/EBITDA не превышает 2). Объявленные дивиденды Башнефти за 9 месяцев 2017 года составили 148,31 на акцию.
CNTLP;Телекоммуникации;ПАО «Центральный телеграф» – старейшая компания на телекоммуникационном рынке страны, входит в пятерку провайдеров Москвы и Московской области. ПАО «Центральный телеграф» оказывает следующие услуги физическим и юридическим лицам, а также операторам связи:  фиксированная и мобильная телефония; доступ в Интернет и IPTV; аренда каналов связи; документальная электросвязь; комплексные решения для бизнеса, такие как: виртуальная офисная станция IP PBX, видеонаблюдение, «офис под ключ». 
IRKT;Машиностроение;Публичное акционерное общество «Яковлев» (ранее ПАО «Корпорация «Иркут») – вертикально-интегрированное предприятие, обеспечивающее полный цикл работ по проектированию, испытаниям, производству, маркетингу, реализации и послепродажному обслуживанию авиационной техники военного и гражданского назначения. ПАО «Яковлев» создано в 2002 г. на базе ОАО «Иркутское авиационное производственное объединение». Интеграция в корпоративную структуру ОАО «ОКБ им. А.С.Яковлева» обеспечила расширение продуктового ряда и устойчивое развитие компании. Конструкторский коллектив «ОКБ им. А.С.Яковлева» стал базой для создания Инженерного центра им. А.С. Яковлева – главного конструкторского подразделения ПАО «Яковлев». Опытное и серийное производство продукции предприятия обеспечивает Иркутский авиационный завод (ИАЗ).
BSPBP;Финансы;ПАО Банк Санкт-Петербург — один из крупнейших региональных банков России основан в 1990 году, осуществляющий свою деятельность на территории Санкт-Петербурга, Ленинградской области, Москвы, Калининграда. По результатам ежегодной финансовой отчетности Банк в течение последнего десятилетия демонстрирует устойчивость и стабильность на всех основных рынках финансовых услуг. Банк является участником Системы страхования вкладов — все вклады, размещённые в нашем банке, находятся под надёжной защитой государства. Дивиденды: В целом, за период 2014-2018 гг. Банк Санкт-Петербург направлял на выплату дивидендов 20% чистой прибыли по РСБУ. С декабря 2018 г. на выплату дивидендов будет направляться не менее 20% чистой прибыли по МСФО.
LNZLP;Металлы и добыча;ПАО «Лензолото» является одной из крупнейших золотодобывающих компаний страны, входит в Группу «Полюс». Зарегистрирована в 1992 году в городе Бодайбо Иркутской области как открытое акционерное общество, в 2015 году получила публичный статус. «Лензолото» — компания которая в значительной степени определяет сегодня экономику Иркутской области. В состав предприятия входят 11 дочерних компаний. Это бывшие прииски, ставшие закрытыми акционерными обществами: «Надеждинское», «Светлый», «Ленсиб», «Маракан», «Севзото», «Дальняя тайга», «Недра Бодайбо», «Чаразото», «Первенец», «Высочайший» и «Сухой лог».
RENI;Финансы;Ренессанс страхование — российская страхования компания, относящаяся к системообразующим. Развивает различные инновационные технологии и предоставляет следующие услуги: страхование транспортных средств, страхование жизни, медицинское страхование и страхование имущества. В 2020 г. Ренессанс заняла 8 место в топ-10 страховщиков России, а доля рынка составила 5,4%. Компания входит в топ-4 независимых игроков на российском рынке страхования за исключением страхования жизни.
USBN;Потребительский сектор;Публичное акционерное общество "БАНК УРАЛСИБ" — один из крупнейших универсальных банков федерального уровня, предлагающий широкий спектр финансовых услуг для частных и корпоративных клиентов. Основными направлениями деятельности Банка являются розничный, корпоративный и инвестиционно-банковский бизнес. Головная организация Банка расположена в Москве. Удаленный центральный офис осуществляет свою деятельность в г. Уфе. Интегрированная региональная сеть продаж финансовых продуктов и услуг Банка представлена в 7 федеральных округах и 46 регионах и по состоянию на 1 июня 2017 года насчитывает:  6 филиалов 279 точек продаж 1 489 банкоматов 517 платежных терминалов 23 321 POS-терминал  Кроме собственной сети, Банк поддерживает работу объединенной банкоматной сети «ATLAS» – единое технологическое решение для 100 банков-партнеров, которая насчитывает более 5 000 банкоматов на всей территории РФ.
UPRO;Электроэнергетика;Основной вид деятельности ПАО «Юнипро» производство и продажа электрической энергии и мощности и тепловой энергии. ПАО «Юнипро» также представлено на рынках распределенной генерации и инжиниринга в РФ. ПАО Юнипро — ранее ОАО Э.ОН Россия (еще ранее Оптовая генерирующая компания № 4, ОГК-4) — российская энергетическая компания, созданная в результате реформы РАО ЕЭС России. Компания основана 4 марта 2005 года как ОГК-4. В 2000-х годах контрольный пакет акций был приобретен E.ON, 24 июня 2011 года общее годовое собрание акционеров компании приняло решение о её переименовании в Э.ОН Россия. С 23 июня 2016 года переименовано в ПАО Юнипро. ПАО «Юнипро» (до июня 2016 года – ОАО «Э.ОН Россия») – наиболее эффективная компания в секторе тепловой генерации электроэнергии в РФ. В состав Юнипро входят пять тепловых электрических станций общей мощностью 11 205 МВт: Сургутская ГРЭС-2 (5597 МВт), Березовская ГРЭС (2400 МВт), Шатурская ГРЭС (1493 МВт), Смоленская ГРЭС (630 МВт), и Яйвинская ГРЭС (1025 МВт). Дивиденды: Целевые уровни дивидендных выплат не регламентированы, однако менеджмент "Юнипро" в 2018 году планирует доработать дивидендную политику.
